depth,magsus,reflec,d13C_VPDB,comment
9687.5,17.1,41.0104,NA,NA
9700.5,15.6,47.74095,1.1182208000000031,NA
9713.5,17.4,44.049,NA,NA
9726.5,17.2,43.61505,NA,NA
9739.5,20.1,46.87375,NA,NA
9751.667,16,41.741,NA,NA
9763,11.1,45.11765,-1.5316666740295755,outlier
9774.333,16.2,49.1061,NA,NA
9787.8,19.3,48.5548,NA,NA
9803.4,20.4,46.2295,NA,NA
9819,23.5,42.50745,1.5731536000000048,NA
9834.6,17.1,46.7833,NA,NA
9850.2,16.3,44.036225,NA,NA
9862.333,12.9,46.48175,NA,NA
9871,16.7,44.3261,1.6353656,NA
9879.667,12.3,47.18065,NA,NA
9889.333,9,48.0855,NA,NA
9900,12.6,48.1219,NA,NA
9910.667,14.5,47.88055,1.6459437999999977,NA
9921.333,13.6,47.0068,NA,NA
9932,14.1,44.55045,NA,NA
9942.667,17.4,45.65555,NA,NA
9950.5,18,42.5924,0.8577629999999985,NA
9959.333,14.3,45.66765,NA,NA
9972,14.8,46.3302,NA,NA
9984.667,13.7,45.54045,1.6823323000000059,NA
9997.333,14.3,44.77305,NA,NA
10010,13.3,45.9454,NA,NA
10022.667,13.8,45.3645,NA,NA
10035.75,16.8,46.86625,1.2742681000000005,NA
10049.25,12.3,39.8609,NA,NA
10062.2,15.2,47.3901,NA,NA
10074.6,13.2,45.1493,NA,NA
10087,17.5,48.1314,1.495345852050124,NA
10099.4,11,47.57275,NA,NA
10111.8,18.7,46.4493,NA,NA
10123.5,9.4,56.34085,NA,NA
10134.5,14.1,41.206,-1.4216803104920406,outlier
10145.5,14.5,44.36445,NA,NA
10158,18.5,45.1166,NA,NA
10172,13.4,45.053167,NA,NA
10186,17.8,42.7136,1.3690728213671737,NA
10200,13.3,42.1387,NA,NA
10214,16.6,46.8688,NA,NA
10228.75,18.4,47.02275,1.6364443017676535,NA
10244.25,15.4,50.8348,NA,NA
10260.333,11.9,43.59095,NA,NA
10277,15.2,42.063,NA,NA
10293.667,15.2,43.907225,1.6741827474026323,NA
10306.75,13,45.9914,NA,NA
10316.25,16,42.12775,NA,NA
10325.75,15.3,41.6894,NA,NA
10335.25,10.7,46.1592,NA,NA
10344.5,15.8,46.22745,NA,NA
10353.5,11.9,46.5796,1.7665123024623053,NA
10362.5,12.3,44.263725,NA,NA
10372.75,16.5,41.81565,NA,NA
10384.25,18.4,44.18595,NA,NA
10395.75,15.6,44.747,1.5995571341725092,NA
10407.25,10.9,46.3415,NA,NA
10418.75,13.8,45.98725,NA,NA
10430.25,9.3,51.655775,NA,NA
10443.75,16.6,46.867625,1.4963054782604555,NA
10459.25,14.9,45.35665,NA,NA
10472,15.7,47.642275,NA,NA
10482,15.6,48.7738,NA,NA
10492,8.9,45.5266,1.7478480551705904,NA
10502,13,50.52915,NA,NA
10512,14.2,48.741833,NA,NA
10522,16,51.058825,NA,NA
10536.75,13.7,48.55645,1.7700625389500242,NA
10556.25,17,46.27445,NA,NA
10571.9,18.5,46.4421,NA,NA
10586.9,12.1,49.32765,NA,NA
10598.7,20.7,47.2758,1.5646779973686666,NA
10610.5,16.7,48.3159,NA,NA
10622.3,16.1,45.81115,NA,NA
10634.1,13.5,47.55565,NA,NA
10647.5,14.9,48.001,NA,NA
10662.5,13.4,48.18955,1.0663285415918935,NA
10677.5,10.5,50.20015,NA,NA
10692.333,13.9,43.61005,NA,NA
10707,19.1,46.5843,NA,NA
10721.667,15.5,45.95695,1.6989546554755155,NA
10736.333,11.8,46.130275,NA,NA
10751,21.1,47.29375,NA,NA
10765.667,16.8,45.64115,NA,NA
10779.5,15.3,47.06915,1.999711065141528,NA
10792.5,18.7,43.8925,NA,NA
10807.583,18.6,46.96085,NA,NA
10824.75,17.1,45.9215,NA,NA
10841.917,16.1,44.9276,1.0571486561313461,NA
10859.083,17,44.9917,NA,NA
10876.25,14.6,47.8565,NA,NA
10893.417,13.4,45.9284,NA,NA
10906.667,14.7,53.1992,NA,NA
10916,12.3,51.8004,1.7414893021162452,NA
10925.333,11.8,55.3322,NA,NA
10935.667,6.2,55.7852,NA,NA
10947,6.4,55.4058,1.76167690304964,NA
10958.333,8,60.07675,NA,NA
10970.25,6.7,62.07745,NA,NA
10982.75,6,60.9497,NA,NA
10995.25,4.9,58.57115,1.870100800000003,NA
11007.75,3.9,60.73695,NA,NA
11018,7.2,60.01485,NA,NA
11026,3.6,59.45855,1.872652600000002,NA
11034,7.3,55.31185,NA,NA
11042.167,5.7,57.72455,NA,NA
11050.5,4.5,55.1192,2.0338607999999994,NA
11058.833,3.2,57.96485,NA,NA
11066.333,3.5,62.3229,1.6723730000000003,NA
11073,3.4,52.49965,1.7997904000000062,NA
11079.667,4,61.3086,NA,NA
11088,4.2,60.4095,NA,NA
11098,6,61.7521,2.231869600000003,NA
11108,4.8,56.84975,NA,NA
11115.375,4.2,62.3369,NA,NA
11120.125,5,64.34495,1.786379200000006,NA
11124.875,3,61.27825,NA,NA
11129.625,3.2,58.9371,NA,NA
11136.833,3.1,57.8416,NA,NA
11146.5,3.8,56.40805,2.1466384000000005,NA
11156.167,5.8,61.4688,NA,NA
11163.25,4.4,55.85245,NA,NA
11167.75,3.2,60.5677,NA,NA
11172.25,5.2,64.09565,1.9091112000000052,NA
11176.75,3.8,62.02575,NA,NA
11184,3.8,65.17415,1.9892817000000065,NA
11194,3.9,62.1542,NA,NA
11202,4.9,62.0803,NA,NA
11208,5,63.37475,1.856644799999998,NA
11214,3.5,60.8495,NA,NA
11220,4.3,62.8313,NA,NA
11227.5,3.5,61.5096,NA,NA
11236.5,3.9,61.64635,2.104705800000005,NA
11245.5,4.4,60.4999,NA,NA
11254.5,5.5,63.1194,NA,NA
11261.125,4.3,59.83625,NA,NA
11265.375,5.2,62.2059,2.112963200000003,NA
11269.625,3.5,63.3973,NA,NA
11273.875,5.3,58.1438,NA,NA
11280.25,5.3,60.1927,NA,NA
11288.75,4.3,56.4754,NA,NA
11297.75,4,64.39955,2.021144800000002,NA
11307.25,4.5,59.0046,NA,NA
11316.5,3.6,58.9306,NA,NA
11325.5,4.1,62.33355,2.1945941999999974,NA
11334.5,3.9,60.52155,NA,NA
11343.5,4,62.6828,NA,NA
11352,5.2,64.75235,2.1538624000000013,NA
11360,6.8,64.0252,NA,NA
11368.6,3.5,61.5383,NA,NA
11377.8,4.9,61.5801,NA,NA
11387,4.1,63.6028,2.0971535999999986,NA
11396.2,4.1,62.2764,NA,NA
11405.4,4.1,61.95585,NA,NA
11413.833,4.2,63.10085,NA,NA
11421.5,2.8,64.49045,1.9713944000000012,NA
11429.167,2.6,62.729,NA,NA
11440,4.1,61.03125,NA,NA
11454,4.5,63.1956,2.1075408000000024,NA
11468,4.9,64.1413,NA,NA
11478.5,7.1,62.5894,2.1561519999999987,NA
11485.5,7.5,64.0179,NA,NA
11492.083,2.9,62.41075,NA,NA
11498.25,6.5,58.9713,NA,NA
11504.417,5.1,59.90725,2.1104488000000003,NA
11510.583,8.7,59.33425,NA,NA
11516.75,9.3,59.1033,NA,NA
11522.917,6.7,57.4006,NA,NA
11533.75,11.4,52.3877,2.0467312000000035,NA
11549.25,8.4,55.837,NA,NA
11561.5,5.1,53.6136,NA,NA
11570.5,13.1,48.1401,NA,NA
11579.5,10.6,50.138,2.2329164000000006,NA
11588.5,13.7,42.9769,NA,NA
11597.5,8,52.94735,NA,NA
11607,10.7,50.49745,NA,NA
11617,12.7,53.14835,2.134236400000006,NA
11627,11.9,53.26955,NA,NA
11637,9.1,50.60985,NA,NA
11646.75,10.3,48.3521,NA,NA
11656.25,9.1,56.1738,1.8261416000000068,NA
11665.75,6.2,54.54745,NA,NA
11675.25,8.5,51.79085,NA,NA
11685,5.1,58.40595,NA,NA
11695,6.2,62.2922,1.9777864000000065,NA
11705,8.2,61.1571,NA,NA
11715,9.5,61.63585,NA,NA
11725.167,3.7,62.3338,NA,NA
11735.5,5.2,59.6681,2.228436799999997,NA
11745.833,6.4,60.64775,NA,NA
11755.667,4.1,62.8379,NA,NA
11765,2.3,57.9475,2.136857600000006,NA
11774.333,6,59.2437,NA,NA
11783,4,57.4895,NA,NA
11791,4.6,60.52805,2.233776200000001,NA
11799,3.6,60.3914,NA,NA
11807,3.8,57.26125,NA,NA
11814.833,7.4,59.517075,NA,NA
11822.5,5.1,56.89545,2.0507584000000065,NA
11830.167,5.5,58.2377,NA,NA
11840.25,5.5,55.77075,NA,NA
11852.75,8,58.39745,2.231028799999997,NA
11865.25,3.1,56.92595,NA,NA
11877.75,3.8,54.50815,NA,NA
11886.833,6.1,60.335425,NA,NA
11892.5,7.2,58.5388,2.1578864000000024,NA
11898.167,6.2,59.41765,NA,NA
11904,6.6,57.9019,NA,NA
11910,6.7,56.8463,2.2696048000000033,NA
11916,5.1,60.4123,NA,NA
11922.167,4.2,59.709825,NA,NA
11928.5,3.8,60.2091,2.0416880000000006,NA
11934.833,2.6,57.50705,NA,NA
11941.5,5.2,61.22185,NA,NA
11948.5,6.9,57.60465,2.0802976000000015,NA
11955.5,5.2,55.19695,NA,NA
11962.333,5.5,60.40355,NA,NA
11969,7.4,59.8003,2.1629324000000025,NA
11975.667,5.7,61.74055,NA,NA
11982.833,5.2,53.90925,NA,NA
11990.5,4.5,55.67095,2.2805216,NA
11998.167,5,59.02625,NA,NA
12005.667,3.5,60.5286,NA,NA
12013,5.4,58.6397,2.137779200000004,NA
12020.333,6,58.9368,NA,NA
12028.9,4,60.80985,NA,NA
12038.7,3.4,55.3048,NA,NA
12048.5,3.4,60.4846,2.2553808000000046,NA
12058.3,5.5,63.11145,NA,NA
12068.1,5.4,59.2677,NA,NA
12077.625,2.9,58.6229,NA,NA
12086.875,3.7,59.32095,2.0218705000000057,NA
12096.125,4.8,56.51965,NA,NA
12105.375,3.9,61.23585,NA,NA
12115,3.3,59.248,NA,NA
12125,5.3,60.30645,2.176770100000006,NA
12135,4.4,59.89525,NA,NA
12145,5.9,57.7644,NA,NA
12153.167,4.8,57.83005,NA,NA
12159.5,5.3,58.87815,1.904059200000006,NA
12165.833,6.2,54.91145,NA,NA
12174.5,5.3,60.2619,NA,NA
12185.5,3,55.38885,1.980710000000002,NA
12196.5,4.3,59.85035,NA,NA
12205.25,3.2,54.9461,NA,NA
12211.75,3.4,58.66925,2.127381100000001,NA
12218.25,5.7,61.25505,NA,NA
12224.75,4.9,59.5243,NA,NA
12231.375,5,55.1505,NA,NA
12238.125,6.7,57.8441,1.9243473000000009,NA
12244.875,5.1,58.14515,NA,NA
12251.625,6.2,60.1644,NA,NA
12259.75,5.6,60.3365,NA,NA
12269.25,6.2,60.578433,1.8443160000000063,NA
12278.75,3.1,58.814,NA,NA
12288.25,4.2,61.38555,NA,NA
12296.833,3,62.4991,NA,NA
12304.5,3.5,55.8439,1.8342864000000034,NA
12312.167,3.1,53.6828,NA,NA
12320.5,4.9,59.740333,NA,NA
12329.5,6.5,58.47675,1.9720191999999983,NA
12338.5,7.9,55.71135,NA,NA
12347.25,5.1,58.3251,NA,NA
12364.25,7.5,56.8131,NA,NA
12372.75,5.2,56.04575,NA,NA
12378.5,5.8,55.10065,NA,NA
12381.5,6.5,58.25225,1.9227120000000042,NA
12384.5,5.6,54.22685,NA,NA
12389,6.6,56.10095,NA,NA
12395,5.9,57.06142,2.1540224000000023,NA
12401,10,52.64875,NA,NA
12406.167,7.1,57.57805,NA,NA
12410.5,9.6,53.999875,1.990999500000001,NA
12414.833,6.8,55.533775,NA,NA
12419,5.7,61.16775,1.9852808000000053,NA
12423,7.9,53.98445,NA,NA
12427.5,9.2,53.6283,NA,NA
12432.5,8.3,59.3014,2.0269616,NA
12437.5,4.3,58.2173,NA,NA
12442.5,7.8,56.6036,NA,NA
12447.5,9.7,47.1312,1.8676160000000053,NA
12452.5,6,54.635025,NA,NA
12457.5,6.1,53.5363,1.951797599999999,NA
12462.5,6.3,54.0971,NA,NA
12468.125,8.6,51.254625,NA,NA
12474.375,5.4,49.0145,1.8532784000000007,NA
12480.625,4.6,52.82105,NA,NA
12486.875,4.2,55.832225,NA,NA
12494.25,6.5,59.474825,NA,NA
12502.75,6.8,60.355775,2.010669600000007,NA
12511.25,5.1,56.077275,NA,NA
12519.75,8.3,51.3312,NA,NA
12529.75,8.2,45.10752,NA,NA
12541.25,5.5,51.40925,1.9093162000000063,NA
12552.75,7,52.60135,NA,NA
12564.25,6.4,49.52945,NA,NA
12573.25,5.7,56.22915,NA,NA
12579.75,8.8,59.6063,1.9176642000000044,NA
12586.25,7.2,58.7789,NA,NA
12592.75,7.3,57.742633,NA,NA
12599.875,4.9,53.9121,NA,NA
12607.625,4.1,54.0238,2.2091688000000005,NA
12615.375,5.9,53.2079,NA,NA
12623.125,8.9,57.66615,NA,NA
12630.2,6.1,62.6012,NA,NA
12636.6,7,56.4535,NA,NA
12643,6.5,56.7534,1.8359132000000002,NA
12649.4,7.9,58.5578,NA,NA
12655.8,6.3,59.24155,NA,NA
12663.167,5.7,53.4393,NA,NA
12671.5,11.1,55.7116,2.012620900000009,NA
12679.833,8.1,56.1476,NA,NA
12687.25,7.3,56.348,1.8505948000000032,NA
12693.75,7.7,60.2743,NA,NA
12700,6.7,55.89325,2.1844309000000024,NA
12706,5.9,58.4493,NA,NA
12712.75,6.5,56.4585,NA,NA
12720.25,11,56.26435,NA,NA
12728.75,6.2,55.43625,2.0325408000000067,NA
12738.25,6.1,60.4181,NA,NA
12745.625,6.2,62.4785,NA,NA
12750.875,6.5,60.74445,1.9499679999999984,NA
12756.125,6.4,52.9142,NA,NA
12761.375,6.5,52.7504,NA,NA
12769.833,12.4,51.2992,NA,NA
12781.5,14.2,49.24275,NA,NA
12793.167,11.4,53.4387,2.0726518999999968,NA
12804.833,6.7,52.71365,NA,NA
12816.5,5.4,52.896,NA,NA
12828.167,9.8,50.657675,NA,NA
12838.5,3.9,52.769867,1.6120158000000018,NA
12848.833,8,48.1725,NA,NA
12860.5,8.4,55.5939,NA,NA
12872.167,11.1,49.246275,1.934170200000004,NA
12883.833,13.1,51.2715,NA,NA
12895.5,8.9,49.34765,NA,NA
12907.167,9.6,50.84775,NA,NA
12916.375,12.1,53.89165,NA,NA
12923.125,10.4,52.7167,2.001161599999996,NA
12929.875,9.4,51.945,NA,NA
12936.625,9.6,50.5769,NA,NA
12947.125,9.9,51.98815,NA,NA
12961.375,15.5,55.1683,1.535617600000002,NA
12975.625,15.8,52.37425,NA,NA
12989.875,13,53.3464,NA,NA
13001.75,13,50.0359,NA,NA
13011.25,9.9,45.65185,1.955680000000001,NA
13020.75,14.1,48.30905,NA,NA
13030.25,14.5,51.98925,NA,NA
13040.5,17.7,50.95235,NA,NA
13051.5,13.3,49.9089,1.8670768000000066,NA
13062.5,9.7,50.6178,NA,NA
13073.5,14.1,54.1623,NA,NA
13083.25,8.9,58.3001,NA,NA
13091.75,6.6,53.76705,1.8123990000000063,NA
13100.25,11.5,48.6595,NA,NA
13108.75,10.4,53.422,NA,NA
13118.875,11.7,54.6136,NA,NA
13130.625,12.3,52.8717,1.7752288000000078,NA
13142.375,9.8,54.8657,NA,NA
13154.125,12.4,51.10685,NA,NA
13163.5,9.5,51.94335,NA,NA
13170.5,8.8,52.94835,1.9688191999999987,NA
13177.5,6.9,51.16065,NA,NA
13184.5,9.5,52.3247,NA,NA
13193.875,12.7,50.91015,NA,NA
13205.625,17.7,51.59595,1.8103375999999969,NA
13217.375,9.8,48.768625,NA,NA
13229.125,10.9,50.6314,NA,NA
13238.625,10.5,52.9473,NA,NA
13245.875,10.6,53.3084,1.9854831999999973,NA
13253.125,7.4,54.9449,NA,NA
13260.375,11.8,50.5324,NA,NA
13268.167,8.9,52.4165,NA,NA
13276.5,9.6,52.31595,1.920747200000001,NA
13284.833,8.4,53.653725,NA,NA
13291.75,8.7,58.4581,2.0603088000000014,NA
13297.25,5.5,52.152575,NA,NA
13305.375,12.3,53.794,NA,NA
13316.125,11.2,50.911,1.822849600000005,NA
13326.875,7.4,48.2172,NA,NA
13337.625,7.9,53.9379,NA,NA
13346.875,7.6,54.016,NA,NA
13354.625,4.6,53.8777,2.018774400000005,NA
13362.375,6.6,55.2365,NA,NA
13370.125,7.8,54.14145,NA,NA
13380.875,7.4,54.37575,NA,NA
13394.625,7.9,53.20705,1.7972688000000048,NA
13408.375,9.4,50.5892,NA,NA
13422.125,4.7,50.7353,NA,NA
13435.333,6.7,53.48725,NA,NA
13448,6.3,45.91545,2.1324597999999995,NA
13460.667,4.4,47.073,NA,NA
13472.25,10.3,53.65265,NA,NA
13482.75,8.9,50.17745,1.7807179000000062,NA
13493.25,11.1,52.7777,NA,NA
13503.75,10.5,48.6095,NA,NA
13513.375,7.5,56.293,NA,NA
13522.125,7,55.88155,1.8068688000000037,NA
13530.875,6.3,55.19315,NA,NA
13539.625,7.6,51.66985,NA,NA
13546.5,6,49.34125,1.861376600000007,NA
13553,6.2,50.85755,NA,NA
13561,12.4,54.7836,NA,NA
13569,7.7,52.0908,1.8374978000000013,NA
13577,8.5,53.45985,NA,NA
13585,10.7,50.6463,NA,NA
13594,12.4,53.6134,NA,NA
13604,9.8,54.09835,2.0667992000000055,NA
13614,9.1,51.9099,NA,NA
13624.75,7.6,46.9192,NA,NA
13636.25,8.4,53.11025,1.958325000000002,NA
13647.75,8,47.29745,NA,NA
13659.25,9.4,50.7243,NA,NA
13669,10.8,46.340475,NA,NA
13677,8.8,50.33705,1.608175799999998,NA
13685,9.7,47.6202,NA,NA
13693,5.8,48.43015,NA,NA
13700.833,7.7,59.2349,NA,NA
13708.5,10.1,52.43575,1.649772800000001,NA
13716.167,9.8,54.32815,NA,NA
13725.625,11,44.75475,NA,NA
13736.875,12.1,51.374267,1.7269754000000006,NA
13748.125,8.2,48.33525,NA,NA
13759.375,7.6,51.3221,NA,NA
13770.5,5.1,52.78815,NA,NA
13781.5,6.4,56.46105,1.778425200000008,NA
13792.5,9.3,49.8204,NA,NA
13805,9.5,45.0057,NA,NA
13819,12,57.25315,2.069728000000005,NA
13833,10.6,53.1128,NA,NA
13846,3.2,59.1454,NA,NA
13858,6.4,59.579,1.6468175999999985,NA
13870,7.6,51.25445,NA,NA
13882,5.8,52.0032,NA,NA
13893.625,13.4,55.5952,NA,NA
13904.875,11.2,55.68285,1.9348225000000028,NA
13916.125,8.6,56.292775,NA,NA
13927.375,8.2,47.27805,NA,NA
13940.125,6,46.81555,NA,NA
13954.375,6.1,51.4637,1.7300181000000023,NA
13968.625,7.3,50.3842,NA,NA
13982.875,9.9,52.8823,NA,NA
13995,9.2,55.78905,NA,NA
14005,9.6,55.39755,1.8624757000000045,NA
14015,6.4,59.516767,NA,NA
14027,7.9,57.6709,NA,NA
14041,7.5,56.33915,1.7424278000000086,NA
14055,9.1,54.02688,NA,NA
14069,9.4,55.52905,NA,NA
14080.625,9,49.49285,NA,NA
14089.875,6.4,52.92245,1.8867317000000057,NA
14099.125,10.9,46.84942,NA,NA
14108.375,13.1,53.552775,NA,NA
